Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureCategory,PerformanceBoost,StabilityScore,EngagementScore
58,1,1,1,2,1,1,4,1,2,1,2,4,0,2380,8.5,1,14,3,4,1,3.0,3.0,2,1,0.0,0.0,0.0,2,42,0.0,3.5
43,0,2,1,8,3,1,1,0,3,2,4,2,0,4765,4.0,0,21,4,3,1,4.0,2.0,4,1,0.0,0.0,0.0,2,84,0.0,2.5
20,1,2,2,2,3,3,3,0,2,1,8,3,2,2044,1.0,0,13,3,4,0,2.0,3.0,2,2,2.0,0.0,2.0,2,39,2.0,3.0
21,1,2,1,18,1,4,4,0,3,1,6,4,2,2693,1.0,0,19,3,1,0,1.0,3.0,2,1,0.0,0.0,0.0,2,57,0.0,2.75
36,0,2,1,14,1,1,3,1,3,2,0,4,1,6586,0.0,1,17,3,1,1,17.0,2.0,2,16,8.0,4.0,11.0,3,51,1.1875,2.5
47,0,2,2,2,4,1,4,0,2,1,8,4,2,3294,1.0,1,18,3,1,0,3.0,3.0,2,3,2.0,1.0,2.0,1,54,1.3333333333333333,2.75
22,1,2,1,3,1,1,2,0,3,2,4,3,1,4171,0.0,1,19,3,1,1,4.0,3.0,4,3,2.0,0.0,2.0,1,57,1.3333333333333333,2.5
41,1,2,1,2,4,1,2,0,1,1,2,4,0,2778,4.0,1,13,3,3,1,10.0,1.0,2,7,7.0,1.0,0.0,0,39,1.0,2.75
28,0,2,1,9,3,3,3,0,3,1,6,3,0,2377,5.0,0,18,3,2,1,6.0,2.0,3,2,2.0,2.0,2.0,2,54,2.0,2.75
39,1,2,1,6,3,3,4,1,3,1,2,1,1,2404,7.0,1,21,4,4,0,8.0,2.0,1,2,2.0,2.0,2.0,2,84,2.0,2.5
27,0,2,1,4,3,1,2,0,3,1,6,3,2,2318,1.0,0,19,3,3,0,1.0,2.0,3,1,1.0,0.0,0.0,2,57,1.0,2.75
34,0,2,1,10,3,1,2,1,3,1,2,2,0,2008,1.0,0,14,3,2,2,1.0,3.0,3,1,0.0,1.0,0.0,2,42,0.0,2.25
42,0,2,2,14,2,3,3,0,2,2,7,3,2,6244,7.0,0,17,3,1,0,10.0,4.5,3,5,4.0,0.0,3.0,1,51,1.4,2.5
33,0,2,1,1,4,4,3,1,2,1,6,1,2,2799,3.0,1,11,3,2,0,6.0,1.0,3,3,2.0,0.0,2.0,1,33,1.3333333333333333,2.25
58,0,2,1,5,3,5,3,0,2,3,0,2,0,10552,2.0,1,13,3,4,1,24.0,3.0,3,6,0.0,0.0,4.0,0,39,0.6666666666666666,3.0
31,0,2,2,7,4,1,2,1,2,1,8,3,1,2329,3.0,0,15,3,2,0,13.0,2.0,4,7,7.0,5.0,2.0,0,45,1.2857142857142858,2.75
35,0,2,1,21,1,1,4,0,3,2,0,4,1,4014,1.0,1,25,4,4,1,10.0,2.0,1,10,6.0,0.0,7.0,0,100,1.3,3.25
49,0,2,1,8,2,4,1,0,3,3,2,2,1,7403,4.0,0,11,3,3,1,28.5,3.0,2,18,9.0,1.0,7.0,3,33,0.8888888888888888,2.0
48,0,2,1,20,4,3,4,1,3,1,6,3,1,2259,4.0,0,17,3,1,2,13.0,2.0,2,0,0.0,0.0,0.0,2,51,1.25,2.5
31,0,0,2,20,2,2,4,0,3,2,7,3,1,6932,1.0,0,13,3,4,1,9.0,2.0,2,9,8.0,0.0,0.0,0,39,0.8888888888888888,3.25
36,0,2,1,7,4,4,2,1,3,1,6,4,2,4678,2.0,0,18,3,3,0,8.0,4.5,3,6,2.0,0.0,1.0,0,54,0.5,3.0
38,0,2,1,1,3,5,4,0,3,3,5,1,1,13582,1.0,0,13,3,2,1,15.0,3.0,3,15,12.0,5.0,11.0,3,39,1.5333333333333334,2.5
32,0,0,1,1,3,1,3,0,2,1,2,2,1,2332,6.0,0,20,4,3,0,5.0,3.0,3,3,0.0,0.0,2.0,1,80,0.6666666666666666,2.75
25,1,2,2,19,2,2,3,1,2,1,8,2,1,2413,1.0,1,18,3,3,3,1.0,2.0,3,1,0.0,0.0,0.0,2,54,0.0,2.75
40,0,2,2,10,4,2,1,1,2,3,7,2,0,9705,2.0,0,12,3,2,1,11.0,2.0,2,1,0.0,0.0,0.0,2,36,0.0,1.75
26,0,1,2,1,3,3,3,1,2,2,7,1,2,4294,1.0,0,12,3,2,0,7.0,2.0,3,7,7.0,0.0,7.0,0,36,2.0,2.25
41,0,2,1,6,3,3,4,1,3,1,2,1,2,4721,2.0,1,13,3,3,0,20.0,3.0,3,18,13.0,2.0,14.5,3,39,1.5277777777777777,2.75
36,0,2,1,2,4,3,3,1,3,1,2,3,2,2519,4.0,0,21,4,3,0,16.0,4.5,3,11,8.0,3.0,9.0,3,84,1.5454545454545454,3.0
19,1,2,2,21,3,4,4,1,2,1,8,2,2,2121,1.0,1,13,3,2,0,1.0,3.0,4,1,0.0,0.0,0.0,2,39,0.0,3.0
20,1,2,1,4,3,5,1,1,3,1,2,1,2,2973,1.0,0,19,3,2,0,1.0,2.0,3,1,0.0,0.0,0.0,2,57,0.0,1.75
31,0,2,1,12,3,3,4,0,3,2,0,4,1,5855,0.0,1,11,3,3,2,10.0,2.0,1,9,7.0,7.5,5.0,0,33,1.3333333333333333,3.0
40,0,1,1,9,4,3,4,1,3,1,6,2,0,3617,8.0,1,14,3,4,1,3.0,2.0,3,1,1.0,0.0,0.0,2,42,1.0,3.25
32,0,2,1,3,4,3,3,0,3,2,4,1,1,6725,1.0,0,12,3,3,1,8.0,2.0,4,8,7.0,6.0,3.0,0,36,1.25,2.75
36,1,2,2,3,1,1,3,1,2,3,7,4,1,10325,1.0,1,11,3,1,1,16.0,4.5,3,16,7.0,3.0,7.0,3,33,0.875,2.75
33,0,2,1,1,3,1,2,0,2,2,0,4,2,6949,0.0,0,14,3,1,0,6.0,3.0,3,5,0.0,1.0,4.0,1,42,0.8,2.5
37,1,2,2,1,4,1,1,1,2,3,7,3,1,10609,5.0,0,11,3,3,0,17.0,2.0,1,14,1.0,7.5,7.0,3,33,0.5714285714285714,2.0
45,0,0,1,4,2,1,3,1,3,2,2,2,1,4447,1.0,0,12,3,2,0,9.0,4.5,2,9,7.0,0.0,8.0,0,36,1.6666666666666667,2.25
29,0,1,2,20,3,5,3,0,3,1,8,4,1,2157,1.0,0,15,3,2,1,3.0,4.5,3,3,1.0,0.0,2.0,1,45,1.0,3.0
35,0,2,2,18,3,3,3,0,3,2,7,3,1,4601,1.0,0,16,3,2,0,5.0,3.0,3,5,2.0,1.0,0.0,1,48,0.4,2.75
52,0,2,1,1,2,1,4,1,3,4,3,4,1,16581,2.0,0,15,3,2,1,26.0,2.0,2,9,8.0,7.0,8.0,0,45,1.7777777777777777,3.0
58,1,2,1,2,3,5,4,1,3,1,6,3,2,2479,4.0,0,24,4,1,0,7.0,4.0,3,1,0.0,0.0,0.0,2,96,0.0,2.75
53,0,2,2,2,2,3,3,1,3,4,3,3,0,14852,6.0,0,13,3,3,1,22.0,3.0,4,17,13.0,7.5,2.0,3,39,0.8823529411764706,3.25
30,0,2,2,8,2,4,3,1,3,3,7,3,0,7264,5.0,0,11,3,1,1,10.0,2.0,4,8,4.0,7.0,7.0,0,33,1.375,2.75
38,0,0,2,10,3,5,3,0,3,2,7,4,2,5666,1.0,1,13,3,2,0,6.0,1.0,3,5,3.0,1.0,3.0,1,39,1.2,3.0
35,0,2,2,3,4,1,4,1,3,3,7,4,0,7823,6.0,0,13,3,2,1,12.0,2.0,3,10,9.0,0.0,8.0,0,39,1.7,3.25
39,0,2,2,2,5,1,1,1,4,3,7,3,2,7880,0.0,0,18,3,4,0,9.0,3.0,3,8,7.0,0.0,7.0,0,54,1.75,2.75
40,1,0,2,24,3,1,2,0,4,4,7,2,2,13194,4.0,1,16,3,4,0,22.0,2.0,2,1,0.0,0.0,0.0,2,48,0.0,2.5
47,0,1,1,16,4,3,3,1,4,2,4,3,0,5067,1.0,1,19,3,3,0,20.0,3.0,4,18,10.0,2.0,7.0,3,57,0.9444444444444444,3.25
36,0,0,2,8,4,5,1,1,3,2,7,4,0,5079,4.0,0,13,3,4,2,12.0,3.0,3,7,7.0,0.0,7.0,0,39,2.0,3.0
31,1,0,1,9,2,3,3,1,2,1,6,1,2,2321,0.0,1,22,4,1,0,4.0,0.5,3,3,2.0,1.0,2.0,1,88,1.3333333333333333,2.0
33,0,0,2,17,3,1,4,1,3,4,3,3,2,16581,1.0,0,11,3,4,0,10.0,2.0,3,10,8.0,6.0,0.0,0,33,0.8,3.5
29,1,2,1,10,3,1,4,0,2,1,6,1,2,2404,6.0,1,20,4,3,0,3.0,4.5,3,0,0.0,0.0,0.0,2,80,1.25,2.75
33,0,2,1,13,1,1,2,0,3,1,6,4,2,3452,3.0,0,18,3,1,0,5.0,4.0,3,3,2.0,0.0,2.0,1,54,1.3333333333333333,2.5
45,0,2,1,1,4,3,4,0,3,1,2,4,0,2270,3.0,0,14,3,4,2,8.0,2.0,3,5,3.0,0.0,2.0,1,42,1.0,3.75
50,0,2,1,1,2,3,4,1,3,4,5,4,0,16581,8.5,0,22,4,3,1,28.5,1.0,2,5,4.0,1.0,3.0,1,88,1.4,3.25
33,0,1,1,1,4,4,3,0,4,2,0,2,1,5488,1.0,1,13,3,1,1,6.0,2.0,3,6,5.0,1.0,2.0,0,39,1.1666666666666667,2.25
41,0,1,1,9,3,3,1,1,3,5,5,3,0,16581,2.0,0,17,3,2,1,21.0,2.0,4,18,14.5,0.0,11.0,3,51,1.4166666666666667,2.5
27,0,2,1,16,4,5,3,0,3,1,2,2,1,2811,8.5,0,14,3,2,1,4.0,2.0,3,2,2.0,2.0,2.0,2,42,2.0,2.5
45,0,0,1,23,2,1,4,1,3,2,2,1,1,3633,1.0,1,15,3,3,1,9.0,2.0,3,9,8.0,0.0,8.0,0,45,1.7777777777777777,2.75
47,0,2,2,4,2,1,4,0,3,2,7,4,2,4163,1.0,1,17,3,3,0,9.0,0.5,3,9,0.0,0.0,7.0,0,51,0.7777777777777778,3.5
30,1,2,1,22,3,1,1,0,3,1,6,3,1,2132,4.0,1,11,3,2,0,7.0,2.0,3,5,2.0,0.0,1.0,1,33,0.6,2.25
50,0,2,1,24,3,1,4,1,3,4,4,3,1,13973,3.0,1,18,3,4,1,22.0,2.0,3,12,11.0,1.0,5.0,3,54,1.3333333333333333,3.5
38,0,1,1,10,1,3,3,1,3,1,6,3,1,2684,0.0,0,17,3,2,1,3.0,0.5,2,2,1.0,0.0,2.0,2,51,1.5,2.5
46,0,2,1,7,2,3,4,1,3,3,4,3,0,10845,6.0,0,13,3,2,1,13.0,3.0,3,8,7.0,0.0,7.0,0,39,1.75,3.0
24,0,2,1,17,1,3,4,0,2,2,4,3,0,4377,1.0,0,15,3,2,2,5.0,4.5,3,4,2.0,3.0,2.0,1,45,1.0,3.0
35,1,2,1,14,4,4,3,1,2,1,2,2,0,3743,1.0,1,24,4,4,1,5.0,2.0,1,4,2.0,0.0,2.0,1,96,1.0,2.5
31,0,1,1,1,1,1,3,0,3,2,4,1,1,4148,1.0,0,12,3,3,1,4.0,1.0,3,4,3.0,0.0,3.0,1,36,1.5,2.5
18,0,0,1,5,2,1,2,1,3,1,6,4,2,1051,1.0,0,15,3,4,0,0.0,2.0,3,0,0.0,0.0,0.0,2,45,1.25,3.25
54,0,2,1,17,3,5,3,0,3,3,4,3,1,10739,8.0,0,11,3,3,1,22.0,2.0,3,10,7.0,0.0,8.0,0,33,1.5,3.0
35,0,2,1,25,4,3,3,0,3,3,0,3,0,10388,1.0,1,11,3,3,1,16.0,3.0,2,16,10.0,7.5,1.0,3,33,0.6875,2.75
30,0,2,1,8,2,1,2,0,4,3,5,1,1,11416,0.0,1,12,3,3,3,9.0,4.0,2,8,7.0,1.0,7.0,0,36,1.75,2.0
20,1,2,1,11,3,3,4,0,2,1,6,1,2,2600,1.0,1,15,3,1,0,1.0,2.0,3,1,0.0,0.0,0.0,2,45,0.0,2.25
30,1,1,1,5,3,3,2,0,3,1,2,2,2,2422,0.0,0,17,3,1,0,4.0,3.0,3,3,2.0,1.0,2.0,1,51,1.3333333333333333,2.0
26,0,2,1,2,2,3,4,1,4,2,4,4,1,5472,1.0,0,12,3,2,0,8.0,2.0,3,8,7.0,1.0,3.0,0,36,1.25,3.25
22,0,2,1,8,1,1,2,1,1,1,2,1,1,2451,1.0,0,15,3,1,1,4.0,3.0,2,4,3.0,1.0,1.0,1,45,1.0,1.5
48,0,2,1,6,3,1,1,1,2,2,0,3,2,4240,2.0,0,13,3,4,0,19.0,0.5,3,2,2.0,2.0,2.0,2,39,2.0,2.75
48,0,2,1,4,4,1,3,1,2,3,0,3,2,10999,7.0,0,14,3,2,0,27.0,3.0,3,15,11.0,4.0,8.0,3,42,1.2666666666666666,2.75
41,0,2,1,7,2,3,4,0,3,2,4,3,2,5003,6.0,0,14,3,2,0,8.0,4.5,3,2,2.0,2.0,1.0,2,42,1.5,3.0
39,0,2,1,1,1,1,4,0,2,4,4,4,1,12742,1.0,0,16,3,3,1,21.0,3.0,3,18,6.0,7.5,8.0,3,48,0.7777777777777778,3.5
27,0,2,1,2,4,1,1,0,3,2,4,4,1,4227,0.0,0,18,3,2,1,4.0,2.0,3,3,2.0,2.0,2.0,1,54,1.3333333333333333,2.5
35,0,2,1,10,3,4,2,1,3,1,2,4,0,3917,1.0,0,20,4,1,1,3.0,4.0,2,3,2.0,1.0,2.0,1,80,1.3333333333333333,2.25
42,0,2,2,5,2,2,4,1,3,5,3,3,1,16581,6.0,0,13,3,2,0,21.0,3.0,4,1,0.0,0.0,0.0,2,39,0.0,3.25
50,0,2,1,9,3,1,1,1,3,1,2,4,1,2380,4.0,0,18,3,2,0,8.0,4.5,3,1,0.0,0.0,0.0,2,54,0.0,2.5
59,0,2,1,2,3,1,3,0,2,4,4,4,2,13726,3.0,1,13,3,1,0,28.5,4.0,3,5,3.0,4.0,3.0,1,39,1.2,2.75
37,1,2,1,11,2,3,1,0,1,2,0,2,1,4777,5.0,0,15,3,1,0,15.0,2.0,1,1,0.0,0.0,0.0,2,45,0.0,1.25
55,0,1,1,18,4,3,3,1,3,2,0,2,1,6385,3.0,1,14,3,4,2,17.0,3.0,3,8,7.0,6.0,7.0,0,42,1.75,3.0
41,0,0,1,7,1,1,2,0,1,5,5,3,0,16581,1.0,0,22,4,2,2,21.0,3.0,3,18,14.5,5.0,10.0,3,88,1.3611111111111112,2.5
38,0,2,2,3,4,1,2,1,3,2,7,4,2,6861,8.0,1,12,3,3,0,19.0,1.0,3,1,0.0,0.0,0.0,2,36,0.0,3.0
26,1,0,2,29,2,3,2,1,1,2,7,1,2,4969,8.0,0,18,3,4,0,7.0,4.5,3,2,2.0,2.0,2.0,2,54,2.0,2.5
52,1,2,2,2,1,2,1,0,1,5,3,4,1,16581,1.0,0,15,3,4,1,28.5,3.0,3,18,14.0,6.0,9.0,3,45,1.2777777777777777,3.0
44,0,2,2,28,3,3,4,0,4,4,7,4,1,13320,3.0,1,18,3,3,1,23.0,2.0,3,12,11.0,7.5,11.0,3,54,1.8333333333333333,3.5
50,0,0,2,1,3,1,4,0,3,2,7,3,1,6347,0.0,0,12,3,1,1,19.0,3.0,3,18,7.0,0.0,13.0,3,36,1.1111111111111112,2.75
36,1,2,1,16,4,1,3,0,4,1,2,1,2,2743,1.0,0,16,3,3,0,18.0,1.0,3,17,13.0,7.5,14.0,3,48,1.588235294117647,2.5
39,0,1,1,22,3,3,4,0,3,3,4,1,2,10880,1.0,1,13,3,3,0,21.0,2.0,3,18,6.0,2.0,8.0,3,39,0.7777777777777778,2.75
33,0,0,2,8,1,1,2,0,2,1,8,4,2,2342,0.0,0,19,3,4,0,3.0,2.0,2,2,2.0,2.0,2.0,2,57,2.0,3.0
45,0,2,2,11,2,1,4,0,3,4,3,4,1,16581,3.0,0,13,3,2,1,26.0,4.0,4,9,3.0,1.0,1.0,0,39,0.4444444444444444,3.5
32,0,0,1,29,4,3,4,0,3,1,2,3,2,4025,8.5,0,12,3,2,0,10.0,2.0,3,8,7.0,7.0,7.0,0,36,1.75,3.0
34,0,2,2,1,4,2,2,1,4,2,7,4,0,9725,0.0,0,11,3,4,1,16.0,2.0,2,15,1.0,0.0,9.0,3,33,0.6666666666666666,3.0
59,0,2,2,1,2,5,2,1,3,3,3,4,1,11904,3.0,1,14,3,3,1,14.0,1.0,1,6,4.0,0.0,4.0,0,42,1.3333333333333333,2.5
45,0,2,0,24,4,3,2,1,3,1,1,2,2,2177,1.0,0,16,3,1,0,6.0,3.0,3,6,3.0,0.0,4.0,0,48,1.1666666666666667,2.0
53,0,1,2,2,3,2,3,0,2,3,7,2,1,7525,2.0,0,12,3,1,1,28.5,2.0,3,15,7.0,6.0,12.0,3,36,1.2666666666666666,2.25
36,1,2,1,15,3,4,1,1,3,2,2,3,0,4834,7.0,0,14,3,2,1,9.0,3.0,2,1,0.0,0.0,0.0,2,42,0.0,2.0
26,1,1,1,2,3,1,1,1,3,1,6,1,1,2042,6.0,1,14,3,2,1,6.0,2.0,3,3,2.0,1.0,2.0,1,42,1.3333333333333333,1.75
34,0,2,2,10,4,1,3,0,3,1,8,3,1,2220,1.0,1,19,3,4,1,1.0,2.0,3,1,1.0,0.0,0.0,2,57,1.0,3.25
28,0,2,2,10,1,3,4,1,3,1,8,2,1,1052,1.0,0,22,4,2,0,1.0,4.5,3,1,0.0,0.0,0.0,2,88,0.0,2.75
38,0,1,1,3,4,4,3,1,3,1,6,3,1,2821,3.0,0,16,3,1,1,8.0,2.0,3,2,2.0,2.0,2.0,2,48,2.0,2.5
50,0,2,1,2,4,3,2,1,3,5,5,3,1,16581,2.0,1,11,3,4,1,28.5,2.0,2,8,1.0,7.0,7.0,0,33,1.0,2.75
37,0,2,1,3,3,4,4,0,3,2,0,2,2,4107,3.0,0,15,3,1,0,8.0,3.0,2,4,3.0,0.0,1.0,1,45,1.0,2.25
40,0,2,2,26,3,2,3,1,3,2,7,1,1,8396,1.0,0,14,3,2,1,8.0,3.0,2,7,7.0,7.0,5.0,0,42,1.7142857142857142,2.0
26,0,1,1,1,1,3,1,0,2,1,6,3,0,2007,1.0,0,13,3,3,2,5.0,4.5,3,5,3.0,1.0,3.0,1,39,1.2,2.5
46,0,2,1,1,4,3,4,1,3,5,5,4,0,16581,8.5,0,17,3,4,2,23.0,0.5,3,2,2.0,2.0,2.0,2,51,2.0,3.75
54,0,2,2,2,4,1,3,0,2,3,7,3,1,10686,6.0,0,11,3,2,1,13.0,4.0,3,9,4.0,7.0,0.0,0,33,0.4444444444444444,2.75
56,0,1,1,9,3,3,1,0,3,1,6,3,1,2942,2.0,0,19,3,2,1,18.0,4.0,3,5,4.0,0.0,3.0,1,57,1.4,2.25
36,0,2,1,12,5,3,4,0,2,3,4,4,2,8858,0.0,0,11,3,2,0,15.0,2.0,2,14,8.0,7.0,8.0,3,33,1.1428571428571428,3.0
55,0,0,1,2,1,3,3,1,2,4,3,1,2,16581,7.0,0,15,3,2,0,28.5,3.0,4,9,7.0,6.0,2.0,0,45,1.0,2.5
43,0,2,2,25,3,3,3,1,2,3,7,4,0,10798,5.0,0,13,3,3,1,18.0,4.5,3,1,0.0,0.0,0.0,2,39,0.0,3.25
20,1,1,2,9,3,2,4,0,3,1,8,4,2,2323,1.0,1,14,3,2,0,2.0,3.0,3,2,2.0,0.0,2.0,2,42,2.0,3.25
21,1,2,1,10,3,1,3,0,2,1,2,1,2,1416,1.0,0,13,3,1,0,1.0,4.5,2,1,0.0,1.0,0.0,2,39,0.0,1.75
46,0,2,1,8,4,1,4,0,2,2,6,1,0,4615,8.0,1,23,4,1,3,19.0,2.0,3,16,13.0,1.0,7.0,3,92,1.25,2.25
51,1,2,1,4,4,1,1,1,3,1,6,3,1,2461,8.5,1,12,3,3,3,18.0,2.0,4,10,0.0,2.0,7.0,0,36,0.7,2.75
28,1,0,1,24,2,5,2,1,2,3,0,1,2,8722,1.0,0,12,3,1,0,10.0,2.0,2,10,7.0,1.0,9.0,0,36,1.6,1.5
26,0,2,1,1,2,3,1,1,2,1,2,1,1,3955,1.0,0,16,3,1,2,6.0,2.0,3,5,3.0,1.0,3.0,1,48,1.2,1.5
30,0,2,1,20,3,4,3,1,3,2,4,1,1,9957,0.0,0,15,3,3,1,7.0,1.0,2,6,2.0,0.0,2.0,0,45,0.6666666666666666,2.25
41,0,2,1,7,2,5,2,0,4,1,6,3,1,3376,1.0,0,13,3,3,0,10.0,3.0,3,10,6.0,0.0,8.0,0,39,1.4,2.75
38,0,2,1,17,1,1,3,0,2,3,0,3,1,8823,0.0,0,18,3,1,1,20.0,4.0,2,18,9.0,1.0,9.0,3,54,1.0,2.25
40,0,2,1,20,4,5,1,1,3,3,0,4,1,10322,4.0,0,20,4,4,1,14.0,4.5,3,11,10.0,7.5,1.0,3,80,1.0,3.0
27,0,0,1,8,5,1,1,1,1,1,2,3,1,4621,1.0,0,19,3,4,3,3.0,4.0,3,3,2.0,1.0,2.0,1,57,1.3333333333333333,2.75
55,0,1,1,2,1,1,4,1,3,3,4,2,1,10976,3.0,0,18,3,2,1,23.0,4.0,3,3,2.0,1.0,2.0,1,54,1.3333333333333333,2.75
28,0,2,1,10,3,4,3,0,3,2,6,3,2,3660,3.0,0,13,3,4,0,10.0,4.0,4,8,7.0,1.0,7.0,0,39,1.75,3.5
44,1,2,0,1,2,3,2,1,2,3,1,1,1,10482,8.5,0,14,3,4,1,24.0,1.0,3,18,6.0,3.0,6.0,3,42,0.6666666666666666,2.5
33,0,2,1,5,3,1,4,1,2,3,0,4,0,7119,4.0,0,15,3,3,1,9.0,2.0,3,3,2.0,1.0,2.0,1,45,1.3333333333333333,3.5
35,1,2,2,4,3,5,4,1,3,3,7,1,2,9582,0.0,1,22,4,1,0,9.0,2.0,3,8,7.0,4.0,7.0,0,88,1.75,2.25
33,1,1,1,29,4,3,1,0,2,2,6,3,2,4508,1.0,0,22,4,2,0,14.0,4.0,3,13,7.0,3.0,8.0,3,88,1.1538461538461537,2.25
28,0,2,1,15,2,1,1,1,3,1,2,3,0,2207,1.0,0,16,3,4,1,4.0,4.5,2,4,2.0,2.0,2.0,1,48,1.0,2.5
34,0,1,1,3,1,1,1,1,3,2,0,4,2,7756,0.0,0,17,3,3,0,7.0,1.0,2,6,2.0,0.0,4.0,0,51,1.0,2.5
37,0,2,2,10,4,1,4,0,2,2,7,4,0,6694,2.0,1,14,3,3,3,8.0,4.5,3,1,0.0,0.0,0.0,2,42,0.0,3.5
25,1,2,1,4,1,5,4,1,3,1,2,4,1,3691,1.0,1,15,3,2,1,7.0,3.0,4,7,7.0,5.0,6.0,0,45,1.8571428571428572,3.5
26,1,2,1,21,3,3,1,1,3,1,2,3,0,2377,1.0,0,20,4,3,1,1.0,0.5,2,1,1.0,0.0,0.0,2,80,1.0,2.25
33,1,2,1,25,3,3,1,1,2,1,6,2,2,2313,4.0,1,20,4,2,0,5.0,0.5,3,2,2.0,2.0,2.0,2,80,2.0,2.0
42,0,2,1,2,2,3,4,1,3,4,3,1,1,16581,0.0,0,17,3,4,1,23.0,3.0,3,18,6.0,7.5,7.0,3,51,0.7222222222222222,3.0
28,1,1,1,1,3,3,1,1,2,1,2,2,0,2596,1.0,0,15,3,1,2,1.0,2.0,3,1,0.0,0.0,0.0,2,45,0.0,1.75
50,1,1,2,1,4,4,4,1,3,2,7,3,2,4728,3.0,1,14,3,4,0,5.0,4.0,3,0,0.0,0.0,0.0,2,42,1.25,3.5
33,0,1,2,7,3,1,4,0,3,2,7,2,1,4302,0.0,0,17,3,3,1,4.0,3.0,3,3,2.0,0.0,2.0,1,51,1.3333333333333333,3.0
34,0,0,1,3,4,1,3,1,2,1,6,4,1,2979,3.0,0,17,3,4,3,6.0,2.0,3,0,0.0,0.0,0.0,2,51,1.25,3.5
48,0,0,1,1,4,3,1,1,4,4,3,4,2,16581,2.0,0,22,4,3,0,27.0,3.0,2,5,4.0,2.0,1.0,1,88,1.0,2.5
45,0,0,2,9,4,1,2,0,2,2,7,3,1,5593,1.0,0,13,3,4,1,15.0,2.0,3,15,10.0,4.0,12.0,3,39,1.4666666666666666,3.0
52,0,2,1,7,4,1,2,1,3,3,0,2,2,10445,7.0,0,19,3,4,0,18.0,4.0,3,8,6.0,4.0,0.0,0,57,0.75,2.75
38,0,2,2,10,4,2,3,1,2,3,7,3,0,8740,0.0,1,14,3,2,2,9.0,2.0,3,8,7.0,2.0,7.0,0,42,1.75,2.75
29,0,2,1,28,4,1,3,0,3,1,6,4,0,2514,4.0,0,22,4,1,1,11.0,1.0,3,7,5.0,1.0,7.0,0,88,1.7142857142857142,2.75
28,0,2,1,3,3,3,4,0,3,3,4,2,0,7655,0.0,0,17,3,2,3,10.0,3.0,2,9,7.0,1.0,7.0,0,51,1.5555555555555556,2.5
46,0,2,2,3,1,2,1,1,3,4,3,3,1,16581,3.0,0,12,3,4,1,23.0,3.0,3,12,9.0,4.0,9.0,3,36,1.5,2.75
38,0,2,2,2,2,2,4,1,3,3,7,2,2,7351,7.0,0,16,3,3,0,10.0,2.0,3,1,0.0,0.0,0.0,2,48,0.0,3.0
43,0,1,1,27,3,1,3,0,3,3,4,1,1,10820,8.0,0,11,3,3,1,18.0,1.0,3,8,7.0,0.0,1.0,0,33,1.0,2.5
39,1,1,1,2,3,1,1,1,3,4,0,4,0,12169,7.0,0,11,3,4,3,21.0,4.0,3,18,7.0,7.5,5.0,3,33,0.6666666666666666,3.0
40,0,2,1,14,3,3,3,1,2,5,5,3,2,16581,1.0,0,14,3,1,0,21.0,2.0,4,18,7.0,4.0,9.0,3,42,0.8888888888888888,2.75
21,0,2,1,1,1,5,4,0,2,1,6,2,2,2070,1.0,1,11,3,3,0,2.0,4.5,4,2,2.0,2.0,2.0,2,33,2.0,3.25
39,0,0,1,9,3,1,3,1,3,2,2,2,2,6782,8.5,0,15,3,3,0,9.0,2.0,2,5,4.0,0.0,3.0,1,45,1.4,2.5
36,0,0,1,18,4,1,1,1,3,2,4,4,2,7779,2.0,0,20,4,1,0,18.0,0.5,3,11,9.0,0.0,9.0,3,80,1.6363636363636365,2.25
31,0,1,2,20,3,1,3,1,4,1,8,4,1,2791,0.0,0,12,3,1,1,3.0,4.0,3,2,2.0,2.0,2.0,2,36,2.0,2.75
28,0,2,1,2,1,1,1,1,2,1,6,2,1,3201,0.0,0,17,3,1,0,6.0,2.0,1,5,3.0,0.0,4.0,1,51,1.4,1.25
35,0,1,2,11,2,2,4,1,3,2,7,4,0,4968,1.0,0,11,3,4,1,5.0,3.0,3,5,2.0,0.0,2.0,1,33,0.8,3.75
49,0,2,2,8,4,5,4,1,2,4,7,2,1,13120,6.0,0,17,3,2,1,22.0,3.0,3,9,8.0,2.0,3.0,0,51,1.2222222222222223,2.75
34,0,1,1,2,2,1,4,1,3,2,4,3,2,4033,2.0,0,11,3,4,0,5.0,3.0,2,3,2.0,0.0,2.0,1,33,1.3333333333333333,3.25
29,0,1,1,10,3,1,4,0,3,1,6,2,0,3291,0.0,0,14,3,4,2,8.0,2.0,2,7,5.0,1.0,1.0,0,42,0.8571428571428571,3.0
42,0,2,1,29,3,3,2,1,1,2,2,4,2,4272,4.0,0,19,3,1,0,16.0,3.0,3,1,0.0,0.0,0.0,2,57,0.0,2.5
